metal,shape,height,length,width,weight
bronze,cylinder,6,10,10,4377.81
silver,sphere,7,7,7,1883.95
silver,cylinder,8,7,7,3229.62
silver,box,3,7,8,1762.32
silver,box,7,4,10,2937.2
platinum,sphere,7,7,7,3787.65
silver,sphere,10,10,10,5492.55
tin,cylinder,10,8,8,3674.41
bronze,sphere,2,2,2,38.91
platinum,box,2,3,7,885.78
platinum,sphere,1,1,1,11.04
tin,box,1,8,6,350.88
platinum,box,10,5,5,5272.5
gold,cylinder,1,9,9,1229.09
gold,box,7,6,7,5680.08
bronze,cylinder,4,9,9,2364.02
platinum,box,10,6,9,11388.6
tin,sphere,6,6,6,826.74
bronze,sphere,7,7,7,1668.43
bronze,box,2,1,3,55.74
bronze,box,7,3,8,1560.72
tin,cylinder,6,7,7,1687.93
silver,box,3,8,8,2014.08
gold,box,2,3,2,231.84
bronze,cylinder,2,6,6,525.34
tin,box,7,1,8,409.36
gold,sphere,7,7,7,3469.76
tin,cylinder,4,6,6,826.74
platinum,box,6,3,3,1138.86
silver,box,3,7,3,660.87
tin,sphere,8,8,8,1959.68
silver,box,8,6,4,2014.08
tin,box,9,2,4,526.32
bronze,cylinder,3,7,7,1072.56
gold,sphere,2,2,2,80.93
platinum,box,1,5,1,105.45
bronze,cylinder,4,2,2,116.74
platinum,box,1,4,6,506.16
tin,cylinder,7,8,8,2572.08
platinum,cylinder,6,4,4,1590.15
silver,cylinder,1,9,9,667.34
tin,cylinder,9,1,1,51.67
bronze,cylinder,9,5,5,1641.68
tin,cylinder,3,4,4,275.58
platinum,box,3,3,10,1898.1
gold,sphere,7,7,7,3469.76
tin,sphere,1,1,1,3.83
silver,box,2,5,3,314.7
bronze,sphere,5,5,5,608.03
tin,sphere,10,10,10,3827.51
platinum,cylinder,1,6,6,596.31
tin,box,9,3,9,1776.33
silver,cylinder,4,2,2,131.82
tin,box,9,6,4,1578.96
silver,box,7,3,3,660.87
bronze,cylinder,5,4,4,583.71
gold,box,5,6,4,2318.4
platinum,cylinder,9,7,7,7304.74
tin,box,9,4,7,1842.12
gold,box,10,1,8,1545.6
tin,cylinder,4,6,6,826.74
bronze,cylinder,9,7,7,3217.69
bronze,cylinder,4,5,5,729.63
tin,cylinder,10,4,4,918.6
bronze,cylinder,9,8,8,4202.7
tin,box,3,1,9,197.37
silver,box,1,10,8,839.2
bronze,cylinder,5,3,3,328.34
gold,sphere,6,6,6,2185.04
tin,sphere,9,9,9,2790.25
gold,box,3,3,2,347.76
tin,cylinder,6,1,1,34.45
silver,sphere,10,10,10,5492.55
platinum,cylinder,4,10,10,6625.62
tin,box,9,4,2,526.32
gold,sphere,2,2,2,80.93
platinum,sphere,4,4,4,706.73
bronze,sphere,10,10,10,4864.23
platinum,cylinder,10,10,10,16564.05
gold,box,3,5,5,1449.0
gold,box,7,10,2,2704.8
bronze,box,6,6,3,1003.32
platinum,cylinder,4,1,1,66.26
gold,cylinder,8,10,10,12139.11
gold,cylinder,4,3,3,546.26
platinum,sphere,4,4,4,706.73
platinum,box,7,8,6,7086.24
tin,cylinder,4,8,8,1469.76
silver,cylinder,8,7,7,3229.62
gold,cylinder,6,4,4,1456.69
silver,box,8,1,2,167.84
tin,cylinder,9,10,10,5167.13
silver,cylinder,10,3,3,741.49
bronze,box,8,6,5,2229.6
silver,sphere,4,4,4,351.52
silver,sphere,10,10,10,5492.55
bronze,box,7,8,3,1560.72
platinum,sphere,8,8,8,5653.86
platinum,cylinder,8,8,8,8480.79
bronze,box,3,1,3,83.61
bronze,cylinder,6,7,7,2145.13
silver,sphere,4,4,4,351.52
tin,box,8,3,6,1052.64
gold,box,9,7,4,4868.64
tin,sphere,7,7,7,1312.83
tin,box,10,5,9,3289.5
platinum,sphere,6,6,6,2385.22
platinum,cylinder,8,9,9,10733.5
gold,sphere,8,8,8,5179.36
tin,sphere,3,3,3,103.34
tin,box,2,5,5,365.5
tin,box,2,4,2,116.96
gold,box,4,9,2,1391.04
gold,cylinder,8,2,2,485.56
gold,sphere,7,7,7,3469.76
bronze,cylinder,3,1,1,21.89
silver,box,10,2,8,1678.4
platinum,sphere,5,5,5,1380.34
platinum,sphere,8,8,8,5653.86
platinum,sphere,8,8,8,5653.86
bronze,box,2,1,4,74.32
bronze,sphere,2,2,2,38.91
tin,cylinder,7,6,6,1446.8
silver,box,4,9,5,1888.2
platinum,box,3,4,10,2530.8
silver,sphere,7,7,7,1883.95
platinum,sphere,7,7,7,3787.65
platinum,sphere,7,7,7,3787.65
bronze,box,3,1,6,167.22
silver,cylinder,4,7,7,1614.81
bronze,cylinder,9,2,2,262.67
tin,box,10,7,7,3581.9
platinum,box,5,6,7,4428.9
tin,box,7,3,10,1535.1
silver,cylinder,8,7,7,3229.62
tin,sphere,8,8,8,1959.68
silver,box,7,3,9,1982.61
bronze,sphere,9,9,9,3546.03
tin,cylinder,6,8,8,2204.64
gold,cylinder,7,7,7,5204.65
gold,cylinder,9,2,2,546.26
tin,sphere,1,1,1,3.83
gold,cylinder,2,10,10,3034.78
bronze,cylinder,4,1,1,29.19
bronze,sphere,8,8,8,2490.49
gold,box,10,6,1,1159.2
bronze,sphere,1,1,1,4.86
tin,box,1,1,4,29.24
silver,cylinder,4,10,10,3295.53
bronze,sphere,7,7,7,1668.43
gold,box,10,8,6,9273.6
gold,cylinder,3,5,5,1138.04
gold,box,6,1,4,463.68
bronze,box,7,6,4,1560.72
tin,sphere,5,5,5,478.44
tin,box,3,9,1,197.37
tin,box,6,4,6,1052.64
gold,box,2,6,7,1622.88
silver,box,3,2,10,629.4
bronze,box,6,3,2,334.44
bronze,sphere,7,7,7,1668.43
gold,box,7,5,10,6762.0
silver,cylinder,2,2,2,65.91
silver,box,2,5,8,839.2
gold,cylinder,8,5,5,3034.78
gold,sphere,10,10,10,10115.93
silver,sphere,3,3,3,148.3
silver,box,1,10,10,1049.0
bronze,sphere,8,8,8,2490.49
bronze,cylinder,6,5,5,1094.45
bronze,cylinder,2,5,5,364.82
gold,sphere,5,5,5,1264.49
bronze,box,1,1,6,55.74
tin,sphere,6,6,6,826.74
silver,box,5,3,3,472.05
platinum,sphere,6,6,6,2385.22
tin,cylinder,7,5,5,1004.72
silver,cylinder,4,5,5,823.88
bronze,box,8,10,9,6688.8
bronze,box,1,3,3,83.61
bronze,box,2,10,10,1858.0
tin,cylinder,4,2,2,91.86
silver,cylinder,3,10,10,2471.65
silver,box,5,2,6,629.4
gold,sphere,6,6,6,2185.04
silver,box,1,7,7,514.01
platinum,sphere,1,1,1,11.04
tin,cylinder,6,3,3,310.03
tin,box,9,1,5,328.95
platinum,cylinder,2,6,6,1192.61
gold,box,10,5,2,1932.0
bronze,box,5,2,5,464.5
tin,box,5,7,10,2558.5
tin,box,1,8,1,58.48
tin,cylinder,5,5,5,717.66
silver,cylinder,4,1,1,32.96
gold,box,2,6,4,927.36
gold,cylinder,6,8,8,5826.77
bronze,sphere,10,10,10,4864.23
gold,cylinder,9,5,5,3414.13
gold,box,5,2,4,772.8
silver,cylinder,8,1,1,65.91
gold,cylinder,8,3,3,1092.52
bronze,box,5,6,10,2787.0
platinum,cylinder,4,7,7,3246.55
gold,cylinder,5,1,1,75.87
bronze,box,4,7,3,780.36
silver,cylinder,9,1,1,74.15
platinum,sphere,6,6,6,2385.22
tin,sphere,3,3,3,103.34
silver,box,3,8,10,2517.6
bronze,sphere,8,8,8,2490.49
platinum,box,8,3,3,1518.48
silver,cylinder,8,5,5,1647.77
platinum,box,9,6,9,10249.74
silver,cylinder,5,8,8,2636.42
tin,sphere,6,6,6,826.74
bronze,sphere,6,6,6,1050.67
gold,sphere,4,4,4,647.42
bronze,sphere,4,4,4,311.31
platinum,box,6,6,4,3036.96
bronze,cylinder,10,5,5,1824.09
silver,sphere,3,3,3,148.3
bronze,cylinder,9,7,7,3217.69
platinum,cylinder,8,6,6,4770.45
silver,sphere,5,5,5,686.57
tin,cylinder,1,7,7,281.32
platinum,box,5,6,8,5061.6
bronze,box,8,10,8,5945.6
tin,cylinder,7,8,8,2572.08
platinum,cylinder,7,7,7,5681.47
gold,sphere,5,5,5,1264.49
bronze,box,9,4,9,3009.96
platinum,cylinder,1,10,10,1656.4
tin,box,7,3,1,153.51
tin,sphere,1,1,1,3.83
gold,box,2,10,2,772.8
gold,sphere,1,1,1,10.12
platinum,box,4,7,3,1771.56
bronze,box,8,3,4,891.84
tin,cylinder,9,1,1,51.67
gold,box,7,6,4,3245.76
tin,cylinder,10,6,6,2066.85
tin,cylinder,10,9,9,4650.42
tin,cylinder,4,5,5,574.13
silver,sphere,2,2,2,43.94
tin,box,2,10,8,1169.6
gold,box,3,8,9,4173.12
platinum,box,1,7,10,1476.3
bronze,cylinder,9,9,9,5319.04
platinum,box,9,3,2,1138.86
bronze,sphere,4,4,4,311.31
platinum,box,7,7,2,2066.82
tin,box,8,4,4,935.68
bronze,cylinder,8,10,10,5837.08
tin,cylinder,1,6,6,206.69
tin,cylinder,1,10,10,574.13
silver,sphere,10,10,10,5492.55
platinum,box,3,5,8,2530.8
platinum,sphere,9,9,9,8050.13
platinum,sphere,10,10,10,11042.7
tin,box,7,2,9,921.06
silver,box,7,2,5,734.3
platinum,sphere,2,2,2,88.34
platinum,cylinder,7,5,5,2898.71
platinum,cylinder,10,9,9,13416.88
bronze,cylinder,8,4,4,933.93
tin,cylinder,8,8,8,2939.53
platinum,box,6,10,7,8857.8
silver,box,1,6,3,188.82
silver,box,10,1,3,314.7
tin,sphere,8,8,8,1959.68
gold,cylinder,4,2,2,242.78
platinum,cylinder,8,6,6,4770.45
tin,cylinder,5,7,7,1406.61
bronze,box,2,6,8,891.84
platinum,cylinder,10,3,3,1490.76
silver,cylinder,2,3,3,148.3
silver,box,2,8,9,1510.56
platinum,sphere,2,2,2,88.34
gold,sphere,7,7,7,3469.76
platinum,sphere,3,3,3,298.15
tin,box,9,3,3,592.11
platinum,box,8,4,8,5399.04
tin,box,1,10,4,292.4
bronze,sphere,10,10,10,4864.23
platinum,cylinder,3,8,8,3180.3
bronze,sphere,7,7,7,1668.43
platinum,cylinder,5,7,7,4058.19
silver,cylinder,1,7,7,403.7
tin,sphere,3,3,3,103.34
gold,box,3,5,8,2318.4
bronze,cylinder,2,6,6,525.34
bronze,box,9,4,5,1672.2
platinum,sphere,6,6,6,2385.22
bronze,cylinder,2,6,6,525.34
silver,cylinder,2,7,7,807.41
silver,box,4,2,5,419.6
tin,cylinder,1,2,2,22.97
silver,sphere,10,10,10,5492.55
gold,box,7,8,4,4327.68
bronze,box,7,9,7,4096.89
tin,cylinder,2,6,6,413.37
tin,cylinder,1,6,6,206.69
gold,box,1,1,9,173.88
tin,sphere,8,8,8,1959.68
tin,box,4,1,6,175.44
tin,box,2,3,3,131.58
gold,box,6,5,2,1159.2
tin,box,10,2,4,584.8
bronze,sphere,4,4,4,311.31
platinum,sphere,9,9,9,8050.13
silver,box,10,9,6,5664.6
bronze,cylinder,6,9,9,3546.03
silver,cylinder,6,5,5,1235.82
bronze,box,2,8,6,891.84
silver,cylinder,4,10,10,3295.53
platinum,box,9,7,9,11958.03
silver,box,2,1,1,20.98
silver,sphere,4,4,4,351.52
bronze,box,3,8,6,1337.76
bronze,cylinder,2,7,7,715.04
silver,box,5,2,5,524.5
bronze,cylinder,7,5,5,1276.86
gold,sphere,6,6,6,2185.04
bronze,cylinder,10,3,3,656.67
platinum,cylinder,6,8,8,6360.59
gold,cylinder,10,10,10,15173.89
tin,box,8,4,10,2339.2
platinum,box,3,1,1,63.27
gold,sphere,3,3,3,273.13
tin,box,4,6,10,1754.4
platinum,box,6,9,6,6833.16
silver,sphere,3,3,3,148.3
gold,cylinder,8,2,2,485.56
gold,sphere,6,6,6,2185.04
gold,box,7,9,4,4868.64
gold,box,4,9,7,4868.64
gold,cylinder,1,4,4,242.78
tin,box,8,4,7,1637.44
tin,sphere,8,8,8,1959.68
tin,box,3,9,8,1578.96
tin,box,4,7,4,818.72
gold,cylinder,2,5,5,758.69
platinum,cylinder,3,4,4,795.07
platinum,box,6,1,4,506.16
tin,sphere,5,5,5,478.44
bronze,cylinder,7,2,2,204.3
gold,cylinder,5,10,10,7586.95
gold,box,7,5,6,4057.2
tin,box,4,4,6,701.76
tin,cylinder,7,8,8,2572.08
bronze,cylinder,4,2,2,116.74
silver,sphere,10,10,10,5492.55
gold,sphere,10,10,10,10115.93
bronze,sphere,6,6,6,1050.67
bronze,cylinder,4,6,6,1050.67
tin,cylinder,1,3,3,51.67
bronze,box,3,9,10,2508.3
tin,cylinder,1,3,3,51.67
platinum,sphere,9,9,9,8050.13
platinum,box,10,3,9,5694.3
bronze,box,7,9,8,4682.16
silver,sphere,1,1,1,5.49
platinum,cylinder,2,6,6,1192.61
tin,cylinder,8,8,8,2939.53
gold,cylinder,8,2,2,485.56
platinum,box,5,2,4,843.6
silver,box,9,6,2,1132.92
gold,box,2,10,4,1545.6
silver,cylinder,10,2,2,329.55
platinum,sphere,4,4,4,706.73
silver,cylinder,7,5,5,1441.79
platinum,box,4,4,5,1687.2
tin,box,4,1,2,58.48
bronze,box,7,8,8,4161.92
bronze,sphere,3,3,3,131.33
silver,sphere,10,10,10,5492.55
platinum,box,4,2,1,168.72
bronze,box,6,6,6,2006.64
silver,box,8,8,3,2014.08
gold,sphere,5,5,5,1264.49
bronze,box,6,7,4,1560.72
platinum,box,8,1,7,1181.04
gold,cylinder,5,8,8,4855.65
tin,sphere,10,10,10,3827.51
tin,box,10,3,8,1754.4
tin,box,9,2,3,394.74
tin,sphere,5,5,5,478.44
silver,box,8,1,10,839.2
gold,box,8,7,10,10819.2
tin,cylinder,4,5,5,574.13
platinum,cylinder,7,6,6,4174.14
gold,sphere,9,9,9,7374.51
bronze,cylinder,7,9,9,4137.03
tin,sphere,1,1,1,3.83
silver,cylinder,4,6,6,1186.39
bronze,sphere,3,3,3,131.33
tin,box,6,10,6,2631.6
bronze,cylinder,7,7,7,2502.65
tin,cylinder,4,9,9,1860.17
bronze,box,9,6,2,1003.32
bronze,sphere,3,3,3,131.33
platinum,box,5,7,10,7381.5
gold,box,10,9,6,10432.8
platinum,box,10,7,4,5905.2
tin,cylinder,1,10,10,574.13
silver,sphere,3,3,3,148.3
tin,sphere,7,7,7,1312.83
bronze,box,7,3,1,195.09
silver,sphere,8,8,8,2812.19
tin,box,9,1,4,263.16
platinum,sphere,3,3,3,298.15
tin,cylinder,6,3,3,310.03
bronze,box,7,2,10,1300.6
gold,cylinder,10,6,6,5462.6
tin,sphere,2,2,2,30.62
platinum,box,4,2,8,1349.76
gold,cylinder,3,6,6,1638.78
silver,sphere,10,10,10,5492.55
gold,sphere,2,2,2,80.93
silver,box,8,1,10,839.2
platinum,sphere,4,4,4,706.73
silver,cylinder,9,1,1,74.15
platinum,cylinder,8,3,3,1192.61
bronze,cylinder,1,6,6,262.67
silver,cylinder,7,5,5,1441.79
silver,sphere,2,2,2,43.94
tin,box,1,8,7,409.36
gold,box,3,5,5,1449.0
platinum,box,7,3,6,2657.34
platinum,sphere,6,6,6,2385.22
bronze,cylinder,2,4,4,233.48
platinum,cylinder,10,2,2,662.56
platinum,box,7,4,1,590.52
platinum,box,8,8,6,8098.56
silver,box,2,8,5,839.2
bronze,box,6,6,8,2675.52
bronze,sphere,3,3,3,131.33
bronze,cylinder,4,4,4,466.97
tin,sphere,10,10,10,3827.51
bronze,sphere,5,5,5,608.03
tin,cylinder,3,9,9,1395.13
gold,sphere,1,1,1,10.12
silver,box,6,10,2,1258.8
tin,box,6,7,4,1228.08
bronze,sphere,5,5,5,608.03
silver,box,9,6,9,5098.14
silver,sphere,7,7,7,1883.95
bronze,sphere,7,7,7,1668.43
platinum,box,6,2,3,759.24
silver,sphere,9,9,9,4004.07
tin,cylinder,6,3,3,310.03
tin,sphere,1,1,1,3.83
bronze,box,7,4,4,1040.48
tin,cylinder,10,2,2,229.65
gold,sphere,10,10,10,10115.93
silver,cylinder,2,2,2,65.91
gold,box,5,3,7,2028.6
gold,sphere,9,9,9,7374.51
gold,cylinder,1,3,3,136.57
gold,sphere,1,1,1,10.12
gold,box,1,4,5,386.4
bronze,cylinder,1,4,4,116.74
bronze,cylinder,5,2,2,145.93
gold,sphere,10,10,10,10115.93
tin,cylinder,3,4,4,275.58
bronze,box,6,9,2,1003.32
gold,cylinder,8,10,10,12139.11
platinum,cylinder,4,7,7,3246.55
gold,cylinder,6,2,2,364.17
tin,cylinder,5,3,3,258.36
platinum,cylinder,3,4,4,795.07
platinum,cylinder,7,8,8,7420.69
silver,cylinder,4,2,2,131.82
bronze,sphere,4,4,4,311.31
gold,cylinder,4,2,2,242.78
bronze,box,6,8,9,4013.28
bronze,box,6,2,6,668.88
tin,sphere,4,4,4,244.96
tin,sphere,6,6,6,826.74
gold,box,4,4,10,3091.2
tin,sphere,8,8,8,1959.68
bronze,cylinder,4,4,4,466.97
platinum,cylinder,1,7,7,811.64
platinum,box,7,4,4,2362.08
silver,cylinder,3,3,3,222.45
bronze,sphere,8,8,8,2490.49
platinum,sphere,3,3,3,298.15
platinum,cylinder,3,6,6,1788.92
silver,sphere,2,2,2,43.94
gold,box,2,4,6,927.36
silver,cylinder,5,7,7,2018.51
platinum,box,2,4,5,843.6
tin,box,10,9,9,5921.1
platinum,box,7,10,4,5905.2
tin,cylinder,6,8,8,2204.64
bronze,cylinder,8,4,4,933.93
gold,sphere,3,3,3,273.13
silver,box,8,2,9,1510.56
platinum,cylinder,3,1,1,49.69
platinum,cylinder,7,1,1,115.95
gold,box,7,8,3,3245.76
platinum,cylinder,4,6,6,2385.22
tin,sphere,8,8,8,1959.68
gold,cylinder,7,7,7,5204.65
silver,cylinder,6,2,2,197.73
silver,box,2,7,5,734.3
gold,sphere,5,5,5,1264.49
silver,cylinder,9,1,1,74.15
silver,cylinder,5,6,6,1482.99
silver,cylinder,9,7,7,3633.32
tin,sphere,2,2,2,30.62
platinum,sphere,9,9,9,8050.13
gold,sphere,4,4,4,647.42
tin,box,10,3,9,1973.7
bronze,sphere,7,7,7,1668.43
bronze,box,3,4,7,780.36
silver,box,2,9,9,1699.38
gold,sphere,2,2,2,80.93
bronze,sphere,6,6,6,1050.67
gold,cylinder,3,6,6,1638.78
tin,sphere,7,7,7,1312.83
tin,sphere,2,2,2,30.62
silver,box,4,5,8,1678.4
platinum,sphere,7,7,7,3787.65
silver,box,7,3,10,2202.9
platinum,box,10,6,1,1265.4
platinum,sphere,8,8,8,5653.86
bronze,box,8,1,4,297.28
tin,sphere,1,1,1,3.83
bronze,box,1,5,4,185.8
platinum,cylinder,7,1,1,115.95
platinum,cylinder,1,7,7,811.64
tin,box,9,9,3,1776.33
gold,box,7,3,6,2434.32
tin,cylinder,9,4,4,826.74
gold,sphere,2,2,2,80.93
platinum,box,10,10,1,2109.0
gold,cylinder,2,9,9,2458.17
tin,cylinder,1,2,2,22.97
tin,cylinder,7,3,3,361.7
silver,sphere,2,2,2,43.94
bronze,cylinder,7,10,10,5107.44
silver,sphere,2,2,2,43.94
platinum,sphere,4,4,4,706.73
bronze,sphere,4,4,4,311.31
bronze,cylinder,8,7,7,2860.17
silver,cylinder,7,3,3,519.05
bronze,box,7,5,4,1300.6
bronze,sphere,2,2,2,38.91
gold,cylinder,9,7,7,6691.69
platinum,box,8,1,10,1687.2
gold,box,1,4,6,463.68
bronze,box,6,4,10,2229.6
tin,cylinder,6,5,5,861.19
bronze,cylinder,4,5,5,729.63
silver,sphere,9,9,9,4004.07
bronze,sphere,9,9,9,3546.03
gold,box,6,2,8,1854.72
tin,box,7,4,2,409.36
bronze,sphere,6,6,6,1050.67
gold,cylinder,8,6,6,4370.08
tin,sphere,6,6,6,826.74
bronze,cylinder,7,4,4,817.19
silver,sphere,9,9,9,4004.07
platinum,sphere,7,7,7,3787.65
bronze,cylinder,2,4,4,233.48
bronze,box,3,1,10,278.7
tin,cylinder,5,6,6,1033.43
silver,cylinder,3,1,1,24.72
silver,cylinder,2,4,4,263.64
tin,sphere,2,2,2,30.62
silver,cylinder,7,10,10,5767.18
bronze,sphere,2,2,2,38.91
platinum,box,2,9,5,1898.1
bronze,cylinder,4,7,7,1430.08
platinum,sphere,3,3,3,298.15
bronze,cylinder,9,5,5,1641.68
bronze,sphere,9,9,9,3546.03
platinum,sphere,9,9,9,8050.13
bronze,sphere,7,7,7,1668.43
gold,box,4,7,5,2704.8
gold,sphere,10,10,10,10115.93
bronze,cylinder,7,9,9,4137.03
gold,sphere,3,3,3,273.13
bronze,box,5,6,6,1672.2
bronze,box,5,3,4,557.4
bronze,cylinder,3,6,6,788.01
platinum,sphere,8,8,8,5653.86
bronze,box,1,6,10,557.4
silver,box,5,7,10,3671.5
gold,box,9,2,8,2782.08
silver,cylinder,4,6,6,1186.39
gold,sphere,10,10,10,10115.93
silver,cylinder,10,7,7,4037.03
platinum,sphere,9,9,9,8050.13
silver,box,1,3,10,314.7
platinum,sphere,5,5,5,1380.34
gold,sphere,5,5,5,1264.49
bronze,box,10,1,4,371.6
silver,cylinder,9,2,2,296.6
tin,cylinder,6,6,6,1240.11
tin,cylinder,7,3,3,361.7
bronze,cylinder,1,7,7,357.52
gold,cylinder,6,10,10,9104.34
platinum,box,9,3,4,2277.72
gold,cylinder,8,9,9,9832.68
silver,sphere,9,9,9,4004.07
gold,cylinder,9,1,1,136.57
bronze,cylinder,8,3,3,525.34
silver,sphere,1,1,1,5.49
gold,box,8,2,1,309.12
silver,box,10,6,3,1888.2
silver,box,2,3,2,125.88
tin,box,9,5,7,2302.65
silver,box,10,9,5,4720.5
platinum,cylinder,10,9,9,13416.88
bronze,cylinder,10,4,4,1167.42
gold,box,8,7,3,3245.76
tin,box,7,2,5,511.7
gold,sphere,2,2,2,80.93
silver,sphere,1,1,1,5.49
silver,cylinder,1,5,5,205.97
silver,cylinder,1,10,10,823.88
bronze,sphere,9,9,9,3546.03
bronze,cylinder,5,1,1,36.48
platinum,box,9,10,6,11388.6
silver,cylinder,2,7,7,807.41
tin,sphere,5,5,5,478.44
tin,sphere,7,7,7,1312.83
silver,cylinder,10,4,4,1318.21
platinum,cylinder,4,7,7,3246.55
gold,sphere,2,2,2,80.93
silver,box,4,3,3,377.64
tin,cylinder,6,5,5,861.19
silver,box,6,9,4,2265.84
gold,box,9,7,5,6085.8
gold,sphere,4,4,4,647.42
tin,sphere,9,9,9,2790.25
bronze,box,7,1,1,65.03
tin,cylinder,4,4,4,367.44
platinum,cylinder,10,6,6,5963.06
silver,cylinder,2,3,3,148.3
bronze,sphere,6,6,6,1050.67
gold,cylinder,2,5,5,758.69
tin,sphere,1,1,1,3.83
silver,cylinder,10,4,4,1318.21
silver,sphere,10,10,10,5492.55
tin,box,9,7,8,3684.24
silver,cylinder,8,3,3,593.2
silver,cylinder,3,3,3,222.45
platinum,sphere,5,5,5,1380.34
bronze,box,1,2,5,92.9
bronze,sphere,4,4,4,311.31
bronze,sphere,10,10,10,4864.23
bronze,sphere,3,3,3,131.33
bronze,sphere,1,1,1,4.86
gold,box,10,6,7,8114.4
platinum,box,4,5,4,1687.2
platinum,box,1,3,8,506.16
tin,box,2,10,7,1023.4
silver,cylinder,9,6,6,2669.38
bronze,sphere,5,5,5,608.03
gold,cylinder,10,9,9,12290.85
gold,box,9,4,9,6259.68
tin,sphere,7,7,7,1312.83
bronze,box,10,2,7,1300.6
tin,cylinder,6,10,10,3444.76
gold,cylinder,5,4,4,1213.91
platinum,cylinder,3,3,3,447.23
bronze,box,1,2,9,167.22
gold,box,8,6,7,6491.52
silver,sphere,10,10,10,5492.55
tin,sphere,6,6,6,826.74
gold,box,7,9,5,6085.8
silver,sphere,1,1,1,5.49
platinum,sphere,4,4,4,706.73
bronze,sphere,6,6,6,1050.67
tin,box,8,4,4,935.68
platinum,cylinder,5,1,1,82.82
tin,sphere,1,1,1,3.83
bronze,cylinder,8,4,4,933.93
silver,box,2,2,3,125.88
platinum,box,3,10,3,1898.1
bronze,sphere,3,3,3,131.33
bronze,cylinder,8,5,5,1459.27
bronze,box,3,8,9,2006.64
tin,sphere,2,2,2,30.62
tin,cylinder,8,4,4,734.88
platinum,sphere,1,1,1,11.04
bronze,cylinder,5,6,6,1313.34
gold,box,2,3,3,347.76
tin,sphere,1,1,1,3.83
gold,sphere,6,6,6,2185.04
platinum,sphere,5,5,5,1380.34
bronze,box,9,2,8,1337.76
platinum,cylinder,10,2,2,662.56
tin,sphere,1,1,1,3.83
silver,cylinder,3,5,5,617.91
bronze,cylinder,8,8,8,3735.73
gold,cylinder,1,5,5,379.35
tin,box,9,9,1,592.11
tin,box,7,2,7,716.38
tin,box,1,9,3,197.37
platinum,cylinder,4,8,8,4240.4
tin,box,3,8,2,350.88
gold,box,2,8,6,1854.72
bronze,box,1,4,8,297.28
silver,cylinder,4,4,4,527.28
silver,sphere,2,2,2,43.94
gold,box,2,7,6,1622.88
silver,box,2,7,3,440.58
bronze,cylinder,2,2,2,58.37
tin,box,9,6,7,2763.18
bronze,box,10,10,3,2787.0
platinum,sphere,6,6,6,2385.22
tin,sphere,7,7,7,1312.83
silver,box,2,7,4,587.44
platinum,cylinder,5,2,2,331.28
tin,box,8,7,1,409.36
tin,cylinder,7,8,8,2572.08
bronze,cylinder,1,10,10,729.63
platinum,box,7,3,9,3986.01
platinum,box,1,8,5,843.6
silver,sphere,2,2,2,43.94
platinum,sphere,4,4,4,706.73
silver,box,7,3,7,1542.03
tin,cylinder,1,9,9,465.04
platinum,box,2,1,2,84.36
bronze,box,7,7,3,1365.63
gold,sphere,9,9,9,7374.51
silver,sphere,1,1,1,5.49
platinum,sphere,7,7,7,3787.65
tin,box,3,4,4,350.88
gold,cylinder,8,7,7,5948.17
bronze,sphere,3,3,3,131.33
gold,cylinder,5,8,8,4855.65
gold,sphere,6,6,6,2185.04
gold,sphere,4,4,4,647.42
bronze,box,10,8,6,4459.2
bronze,box,2,1,8,148.64
bronze,sphere,6,6,6,1050.67
platinum,box,5,10,6,6327.0
silver,sphere,6,6,6,1186.39
bronze,box,2,3,4,222.96
silver,box,3,8,8,2014.08
silver,sphere,10,10,10,5492.55
gold,cylinder,9,6,6,4916.34
gold,cylinder,3,7,7,2230.56
bronze,box,8,10,3,2229.6
bronze,box,6,2,1,111.48
bronze,cylinder,9,3,3,591.0
platinum,sphere,10,10,10,11042.7
tin,box,8,7,5,2046.8
platinum,box,4,4,6,2024.64
bronze,sphere,6,6,6,1050.67
silver,sphere,9,9,9,4004.07
tin,box,9,6,4,1578.96
silver,cylinder,9,5,5,1853.74
bronze,sphere,6,6,6,1050.67
gold,sphere,9,9,9,7374.51
silver,cylinder,8,3,3,593.2
platinum,box,2,10,4,1687.2
gold,box,6,7,1,811.44
gold,cylinder,2,3,3,273.13
bronze,box,7,8,3,1560.72
silver,sphere,3,3,3,148.3
platinum,cylinder,4,7,7,3246.55
bronze,cylinder,1,1,1,7.3
tin,box,1,4,1,29.24
tin,box,1,10,2,146.2
platinum,box,5,10,8,8436.0
gold,cylinder,9,3,3,1229.09
platinum,sphere,8,8,8,5653.86
silver,cylinder,4,5,5,823.88
platinum,box,4,5,10,4218.0
bronze,cylinder,7,4,4,817.19
platinum,sphere,6,6,6,2385.22
bronze,sphere,7,7,7,1668.43
gold,sphere,7,7,7,3469.76
tin,cylinder,9,9,9,4185.38
silver,sphere,1,1,1,5.49
bronze,cylinder,9,7,7,3217.69
gold,cylinder,9,6,6,4916.34
tin,cylinder,4,4,4,367.44
tin,cylinder,6,2,2,137.79
gold,sphere,4,4,4,647.42
bronze,box,2,7,1,130.06
silver,cylinder,9,8,8,4745.56
silver,sphere,6,6,6,1186.39
silver,sphere,4,4,4,351.52
gold,box,1,7,1,135.24
bronze,sphere,4,4,4,311.31
tin,cylinder,9,9,9,4185.38
